average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
80,UBCV,444,Air Transportation,,David Frank,Faculty of Commerce and Business Administration,,,,,,,6,6,6,10,,100,58,81,73.5,89.5,39,201,W,COMM,Commerce,2021
78.1,UBCV,445,Maritime and International Transportation,,Bernard Maroney,Faculty of Commerce and Business Administration,,,,,6,,,13,7,,,94,50,81,74,83,42,101,W,COMM,Commerce,2021
78.6,UBCV,445,Maritime and International Transportation,,Anming Zhang,Faculty of Commerce and Business Administration,,,,,,,,10,,,,90,65,80,72.8,83.3,24,201,W,COMM,Commerce,2021
78.2,UBCV,447,Applied Project Management,,Zorana Svedic,Faculty of Commerce and Business Administration,,,,,,6,,8,6,,,87,64,79,74,82,28,101,W,COMM,Commerce,2021
87,UBCV,449,Supply-Chain Management,,Gregory Werker,Faculty of Commerce and Business Administration,,,,,,,,,33,,,92,66,88,87,89,42,203,W,COMM,Commerce,2021
78.3,UBCV,450,Financial Accounting - Intermediate II,,Hsiang-Chieh Yang,Faculty of Commerce and Business Administration,,,6,,,,,,,8,,97,61,77,67,88,37,101,W,COMM,Commerce,2021
73.5,UBCV,450,Financial Accounting - Intermediate II,,Hsiang-Chieh Yang,Faculty of Commerce and Business Administration,,,8,,9,,,,6,,,97,46,72,66,82,43,102,W,COMM,Commerce,2021
80.6,UBCV,450,Financial Accounting - Intermediate II,,Richard Wong,Faculty of Commerce and Business Administration,,,,,,,,10,10,8,,96,49,82,76.3,86,42,103,W,COMM,Commerce,2021
66.6,UBCV,450,Financial Accounting - Intermediate II,,Richard Wong,Faculty of Commerce and Business Administration,,,,,,,,,,,,96,14,68,61,78,37,104,W,COMM,Commerce,2021
74.8,UBCV,450,Financial Accounting - Intermediate II,,Jocelyn Li,Faculty of Commerce and Business Administration,,,,,,,,,,8,,98,43,75,64,87,33,201,W,COMM,Commerce,2021
80.2,UBCV,452,Taxes and Decision Making,,Richard Wong,Faculty of Commerce and Business Administration,,,,,,7,,,10,8,,95,56,81,72,88,41,101,W,COMM,Commerce,2021
76.2,UBCV,452,Taxes and Decision Making,,Richard Wong,Faculty of Commerce and Business Administration,,,,,,7,,6,10,7,,93,33,81,72.3,87,42,201,W,COMM,Commerce,2021
75.3,UBCV,453,Financial Accounting-Advanced,,Barbara Wyntjes,Faculty of Commerce and Business Administration,,,,,,,,,,9,,99,22,78,66.8,90,34,101,W,COMM,Commerce,2021
74.8,UBCV,453,Financial Accounting-Advanced,,Barbara Wyntjes,Faculty of Commerce and Business Administration,,,,,,,,,,,,95,11,76,67,90.5,16,201,W,COMM,Commerce,2021
82.9,UBCV,453,Financial Accounting-Advanced,,Barbara Wyntjes,Faculty of Commerce and Business Administration,,,,,,,,,8,12,,99,45,86,77,92,37,202,W,COMM,Commerce,2021
75.6,UBCV,453,Financial Accounting-Advanced,,Barbara Wyntjes,Faculty of Commerce and Business Administration,,,,,,,,,,,,97,42,78,69,85,29,203,W,COMM,Commerce,2021
79.7,UBCV,453,Financial Accounting-Advanced,,Barbara Wyntjes,Faculty of Commerce and Business Administration,,,,,,,,,,,,95,60,81,71.5,89.5,19,204,W,COMM,Commerce,2021
76.9,UBCV,454,Accounting for Management Control and Incentives,,Sandra Chamberlain,Faculty of Commerce and Business Administration,,,,,,9,6,9,,,,90,50,78,74,82.3,36,101,W,COMM,Commerce,2021
79.2,UBCV,454,Accounting for Management Control and Incentives,,Jeff Kroeker,Faculty of Commerce and Business Administration,,,,,,,,8,,,,94,55,80,74,85,27,201,W,COMM,Commerce,2021
71.1,UBCV,455,Principles of Auditing,,Mary Chong,Faculty of Commerce and Business Administration,,,,,,,,10,,,,90,10,74,66.5,80.8,38,101,W,COMM,Commerce,2021
79.1,UBCV,455,Principles of Auditing,,Mary Chong,Faculty of Commerce and Business Administration,,,,,,,7,12,10,,,93,50,80,76,85,42,102,W,COMM,Commerce,2021
77.4,UBCV,455,Principles of Auditing,,Mary Chong,Faculty of Commerce and Business Administration,,,,,,,,,12,,,93,50,80,71,85,31,201,W,COMM,Commerce,2021
72.6,UBCV,455,Principles of Auditing,,Mary Chong,Faculty of Commerce and Business Administration,,,8,,,,,6,8,,,92,36,72,63,83,43,202,W,COMM,Commerce,2021
73.8,UBCV,455,Principles of Auditing,,Mary Chong,Faculty of Commerce and Business Administration,,,,,,,,,,,,95,25,80.5,66.3,84.8,18,203,W,COMM,Commerce,2021
80.5,UBCV,459,Financial Statement Analysis,,Yifang Xie,Faculty of Commerce and Business Administration,,,,,,,7,6,6,,,93,66,80,76,85,27,201,W,COMM,Commerce,2021
80.1,UBCV,459,Financial Statement Analysis,,Yifang Xie,Faculty of Commerce and Business Administration,,,,,,,,10,9,6,,90,54,81.5,76.3,85,38,202,W,COMM,Commerce,2021
78.6,UBCV,460,Social and Nonprofit Marketing,,Joanne Turner,Faculty of Commerce and Business Administration,,,,,,7,13,17,,,,87,68,79,77,81,39,101,W,COMM,Commerce,2021
80.6,UBCV,461,Business Development,,Elaine Williamson,Faculty of Commerce and Business Administration,,,,,,,12,17,6,,,90,73,80,77.3,83.5,38,101,W,COMM,Commerce,2021
78.2,UBCV,462,Integrated Marketing Communication,,Ann Stone,Faculty of Commerce and Business Administration,,,,,,,,8,,,,85,69,79.5,76,82,18,101,W,COMM,Commerce,2021
77.7,UBCV,462,Integrated Marketing Communication,,Ann Stone,Faculty of Commerce and Business Administration,,,,,,,14,8,,,,86,64,79,76,81,33,201,W,COMM,Commerce,2021
79.1,UBCV,463,Public Relations,,Tamar Milne,Faculty of Commerce and Business Administration,,,,,,6,10,12,,,,91,53,80,76,83,40,201,W,COMM,Commerce,2021
87.1,UBCV,464,Digital Marketing,,Victor Tang,Faculty of Commerce and Business Administration,,,,,,,,13,16,21,,94,71,88,84,91,53,101,W,COMM,Commerce,2021
85.5,UBCV,464,Digital Marketing,,Victor Tang,Faculty of Commerce and Business Administration,,,,,,,,17,19,8,,94,69,86,83.5,88,47,201,W,COMM,Commerce,2021
82.3,UBCV,466,New Venture Design,,David Miller;Purang Abolmaesumi;Elicia Salzberg,Faculty of Commerce and Business Administration,,,,,,,,7,9,,,87,72,83,80,85,21,001,W,COMM,Commerce,2021
82.9,UBCV,466,New Venture Design,,Konrad Walus;James Blair Simonite;Fraser Pogue,Faculty of Commerce and Business Administration,0,0,0,0,0,0,0,15,6,0,0,88,80,82,81,86,21,002,W,COMM,Commerce,2021
80.1,UBCV,467,Brand Management,,Timothy Silk,Faculty of Commerce and Business Administration,,,,,,6,9,15,10,,,88,65,80,77,84,41,101,W,COMM,Commerce,2021
81.3,UBCV,467,Brand Management,,Timothy Silk,Faculty of Commerce and Business Administration,,,,,,,,22,14,,,90,37,82,80,85,43,201,W,COMM,Commerce,2021
80.4,UBCV,468,Marketing Applications,,Jenny Dickson,Faculty of Commerce and Business Administration,,,,,,,8,14,9,,,90,68,81,76,85,37,101,W,COMM,Commerce,2021
76.1,UBCV,468,Marketing Applications,,Jenny Dickson,Faculty of Commerce and Business Administration,,,,,,8,10,10,,,,85,66,76,72,80,33,102,W,COMM,Commerce,2021
79.3,UBCV,468,Marketing Applications,,Kristin Rotte,Faculty of Commerce and Business Administration,,,,,,,12,26,,,,84,70,80,78,81,42,201,W,COMM,Commerce,2021
77.5,UBCV,468,Marketing Applications,,Jenny Dickson,Faculty of Commerce and Business Administration,,,,,,,6,16,6,,,90,60,80.5,72.8,83,40,202,W,COMM,Commerce,2021
79.3,UBCV,468,Marketing Applications,,Jenny Dickson,Faculty of Commerce and Business Administration,,,,,,,,20,,,,92,55,80,78,82,39,203,W,COMM,Commerce,2021
81.2,UBCV,470,Venture Capital,,Will Gornall,Faculty of Commerce and Business Administration,0,0,0,0,0,0,10,23,10,0,0,86,76,81,80,83,43,201,W,COMM,Commerce,2021
79.7,UBCV,470,Venture Capital,,Will Gornall,Faculty of Commerce and Business Administration,,,,,,,7,23,7,,,85,60,80,78,81,41,202,W,COMM,Commerce,2021
82.8,UBCV,471,Mergers and Acquisitions,,Kai Li,Faculty of Commerce and Business Administration,,,,,,,,10,16,8,,95,68,85,80,87,44,101,W,COMM,Commerce,2021
83.6,UBCV,471,Mergers and Acquisitions,,Kai Li,Faculty of Commerce and Business Administration,,,,,,,,10,7,13,,95,64,83,78,90,41,102,W,COMM,Commerce,2021
83.5,UBCV,474,Fixed Income Markets and Management,,Robert Lee Heinkel,Faculty of Commerce and Business Administration,,,,,,,7,11,17,,,93,65,84.5,81.5,86.3,40,201,W,COMM,Commerce,2021
79.3,UBCV,474,Fixed Income Markets and Management,,Robert Lee Heinkel,Faculty of Commerce and Business Administration,,,,,,,,16,,,,90,64,81,77,83,32,202,W,COMM,Commerce,2021
82.1,UBCV,475,Investment Policy,,Robert Lee Heinkel,Faculty of Commerce and Business Administration,,,,,,,6,16,14,,,91,70,83,78.5,86,43,101,W,COMM,Commerce,2021
76.6,UBCV,475,Investment Policy,,Ruth Freedman,Faculty of Commerce and Business Administration,,,,,6,10,,10,,,,94,58,74.5,70.3,82.8,38,201,W,COMM,Commerce,2021
78.2,UBCV,475,Investment Policy,,Ruth Freedman,Faculty of Commerce and Business Administration,,,,,,,,9,,,,94,53,80,69.5,85.3,32,202,W,COMM,Commerce,2021
74,UBCV,477,Risk Management and Financial Engineering,,Lorenzo Garlappi,Faculty of Commerce and Business Administration,,,,,,,,,,,,88,61,75,66,81,27,101,W,COMM,Commerce,2021
78.7,UBCV,477,Risk Management and Financial Engineering,,Lorenzo Garlappi,Faculty of Commerce and Business Administration,,,,,,,,6,7,,,95,47,82,72.8,86.8,30,102,W,COMM,Commerce,2021
80.3,UBCV,479,Advanced Topics on Corporate Finance,,Ronald Giammarino,Faculty of Commerce and Business Administration,,,,,,,7,12,,,,90,74,80,77,81,28,101,W,COMM,Commerce,2021
80.9,UBCV,482,New Product Development,,Timothy Silk,Faculty of Commerce and Business Administration,,,,,,,9,14,8,,,92,69,80,78,85,37,201,W,COMM,Commerce,2021
80,UBCV,482,New Product Development,,Timothy Silk,Faculty of Commerce and Business Administration,,,,,,,,12,9,,,88,45,81,78,85,29,202,W,COMM,Commerce,2021
82,UBCV,483,Leadership and General Management,,Robert Elton;Adel Gamar,Faculty of Commerce and Business Administration,,,,,,,18,11,8,,,95,75,81.5,78,85,42,201,W,COMM,Commerce,2021
78.7,UBCV,484,Sustainability Marketing,,Dharini Thiruchittampalam,Faculty of Commerce and Business Administration,,,,,,7,12,13,,,,88,65,79,76,82,37,201,W,COMM,Commerce,2021
79.1,UBCV,485,Social Entrepreneurship,,Dharini Thiruchittampalam,Faculty of Commerce and Business Administration,,,,,,9,7,17,6,,,89,67,80,75,82,41,101,W,COMM,Commerce,2021
82.4,UBCV,486,Special Topics in Business,H,Adlai Fisher,Faculty of Commerce and Business Administration,,,,,,,,13,6,,,93,70,81,80,85,27,201,W,COMM,Commerce,2021
83.8,UBCV,489,Applied Methods in Technology Start-ups at CDL,,Darrell Kopke,Faculty of Commerce and Business Administration,,,,,,,,,6,,,92,45,87,84,90,17,001,W,COMM,Commerce,2021
78.6,UBCV,491,Strategic Management,,Patrick Scott Orr,Faculty of Commerce and Business Administration,,,,,,11,,8,11,,,90,63,79,73,85,41,102,W,COMM,Commerce,2021
75.2,UBCV,491,Strategic Management,,Adam Pankratz,Faculty of Commerce and Business Administration,,,,,,15,14,,,,,81,67,75,73,78,39,104,W,COMM,Commerce,2021
78.8,UBCV,491,Strategic Management,,Adam Pankratz,Faculty of Commerce and Business Administration,,,,,,,16,23,,,,85,62,80,78,80,44,105,W,COMM,Commerce,2021
81.6,UBCV,491,Strategic Management,,Alvaro Parra Perez,Faculty of Commerce and Business Administration,,,,,,,6,14,7,,,93,68,82,78,85,33,201,W,COMM,Commerce,2021
80.2,UBCV,491,Strategic Management,,Alvaro Parra Perez,Faculty of Commerce and Business Administration,,,,,,,7,8,7,,,92,65,81,77,85,29,202,W,COMM,Commerce,2021
82.5,UBCV,491,Strategic Management,,Ekaterina Khmelnitskaya,Faculty of Commerce and Business Administration,,,,,,,7,19,10,,,93,71,83,80,85,39,203,W,COMM,Commerce,2021
81.4,UBCV,491,Strategic Management,,Ekaterina Khmelnitskaya,Faculty of Commerce and Business Administration,,,,,,8,6,7,13,,,91,71,81,77,86,37,204,W,COMM,Commerce,2021
80.9,UBCV,491,Strategic Management,,Ekaterina Khmelnitskaya,Faculty of Commerce and Business Administration,,,,,,,6,20,,,,90,72,81,79,83,36,205,W,COMM,Commerce,2021
78.4,UBCV,491,Strategic Management,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,6,14,11,,,,90,70,78,76,81,37,206,W,COMM,Commerce,2021
80.4,UBCV,497,New Enterprise Development,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,6,27,,,,85,65,81,80,82.3,40,101,W,COMM,Commerce,2021
80.4,UBCV,497,New Enterprise Development,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,6,16,,,,85,72,80,79,82,27,201,W,COMM,Commerce,2021
80.4,UBCV,498,International Business Management,,Ayumu Kikkawa,Faculty of Commerce and Business Administration,,,,,8,,,7,6,6,,94,66,80,71,87,33,101,W,COMM,Commerce,2021
80.4,UBCV,498,International Business Management,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,10,24,,,,91,76,80,78.5,82,38,102,W,COMM,Commerce,2021
79,UBCV,498,International Business Management,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,19,13,,,,91,65,78,76.8,80.3,40,201,W,COMM,Commerce,2021
78.4,UBCV,498,International Business Management,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,26,7,,,,90,72,77,76,80,40,202,W,COMM,Commerce,2021
79,UBCV,498,International Business Management,,Momcilo Deretic,Faculty of Commerce and Business Administration,,,,,,,12,16,,,,85,61,80,77.3,81,34,203,W,COMM,Commerce,2021
82.5,UBCV,499,Internship,B,Robert Lee Heinkel,Faculty of Commerce and Business Administration,,,,,,,,,,,,84,75,84,84,84,6,201,W,COMM,Commerce,2021
88.3,UBCV,525,Introduction to Behavioural Research Methods for Business,,Dale Griffin,Faculty of Commerce and Business Administration,,,,,,,,,,,,92,85,89,86,90,9,001,W,COMM,Commerce,2021
85.3,UBCV,590,Topics in Business Administration,A,Isha Agarwal;Jan Bena;Hernan Ortiz Molina,Faculty of Commerce and Business Administration,,,,,,,,,,,,86,84,85.5,85,86,6,001,W,COMM,Commerce,2021
87.9,UBCV,590,Topics in Business Administration,B,Ronald Timothy Cenfetelli,Faculty of Commerce and Business Administration,,,,,,,,,,,,98,74,88,86,92,9,004,W,COMM,Commerce,2021
85.9,UBCV,616,Optimization Theory and Applications,,Joseph Paat,Faculty of Commerce and Business Administration,,,,,,,,,,,,96,76,85,84,88,9,001,W,COMM,Commerce,2021
88.3,UBCV,633,Modelling Methods in the Research and Practice of Information Systems,,Ning Nan;Carson C Woo,Faculty of Commerce and Business Administration,,,,,,,,,,,,91,84,89,86,90,9,001,W,COMM,Commerce,2021
87.1,UBCV,635,Advanced Topics in Management Information Systems,,Gene Lee;Hasan Cavusoglu,Faculty of Commerce and Business Administration,,,,,,,,,,,,91,81,87,85.8,89.5,8,001,W,COMM,Commerce,2021
88.3,UBCV,663,Consumer Judgment and Decision Making,,David Hardisty,Faculty of Commerce and Business Administration,,,,,,,,,,,,95,83,88,85,90.5,8,001,W,COMM,Commerce,2021
83.8,UBCV,672,Advanced Topics in Theoretical Corporate Finance,,Will Gornall,Faculty of Commerce and Business Administration,,,,,,,,,,,,95,76,82,79,89,11,001,W,COMM,Commerce,2021
81.3,UBCV,691,Advanced Topics in Policy Analysis,,James Brander,Faculty of Commerce and Business Administration,,,,,,,,,,,,90,78,80,80,80,6,001,W,COMM,Commerce,2021
86.4,UBCV,693,Seminar in Research Methodology I,,C Keith Head,Faculty of Commerce and Business Administration,,,,,,,,,15,,,90,84,86,86,87,18,001,W,COMM,Commerce,2021
83,UBCV,695,Advanced Topics in Empirical Corporate Finance,,Bo Bian,Faculty of Commerce and Business Administration,,,,,,,,6,,,,92,76,82,81,85.3,12,001,W,COMM,Commerce,2021
73.8,UBCV,100,Introduction to Business,,Zorana Svedic,Faculty of Commerce and Business Administration,,,8,8,9,18,28,38,19,,,92,0,77,69.8,81,142,201,W,COMR,Commerce Minor,2021
81,UBCV,329,Principles of Organizational Behaviour,,Ronald Timothy Cenfetelli,Faculty of Commerce and Business Administration,,,,,,7,8,11,10,9,,98,52,81,76,86.8,50,102,W,COMR,Commerce Minor,2021
77.5,UBCV,329,Principles of Organizational Behaviour,,Sandra Robinson,Faculty of Commerce and Business Administration,,,,,,6,,11,,7,,94,50,80,71,85,39,103,W,COMR,Commerce Minor,2021
77,UBCV,329,Principles of Organizational Behaviour,,Myungjune Song,Faculty of Commerce and Business Administration,,,,,7,11,15,24,10,,,95,46,78,72.5,82,79,201,W,COMR,Commerce Minor,2021
77.3,UBCV,329,Principles of Organizational Behaviour,,Min Beom Kay,Faculty of Commerce and Business Administration,,,,,,14,10,15,,,,84,70,77,74,80,41,202,W,COMR,Commerce Minor,2021
82.5,UBCV,382,Economics of Entrepreneurship and Innovation,,Steven Minns,Faculty of Commerce and Business Administration,,,,,,,,,,,,90,77,81.5,80,84.5,8,201,W,COMR,Commerce Minor,2021
74.1,UBCV,398,Introduction to Business Processes and Operations,,Mahesh Nagarajan;Woonghee Tim Huh,Faculty of Commerce and Business Administration,,,,7,,8,,9,10,,,90,28,74,66.5,83,50,101,W,COMR,Commerce Minor,2021
81,UBCV,398,Introduction to Business Processes and Operations,,Mahesh Nagarajan;Woonghee Tim Huh,Faculty of Commerce and Business Administration,,,,,6,6,,16,10,7,,94,65,82,75.5,86.5,51,201,W,COMR,Commerce Minor,2021
77.8,UBCV,398,Introduction to Business Processes and Operations,,Mahesh Nagarajan;Woonghee Tim Huh,Faculty of Commerce and Business Administration,,,,,,,11,9,10,7,,92,34,80,76,87,49,202,W,COMR,Commerce Minor,2021
73.1,UBCV,457,Fundamentals of Financial Accounting,,Scott Sinclair,Faculty of Commerce and Business Administration,,15,,,24,14,16,,23,22,,100,30,73,63,84,190,102,W,COMR,Commerce Minor,2021
72.9,UBCV,457,Fundamentals of Financial Accounting,,Scott Sinclair,Faculty of Commerce and Business Administration,,,,,,,,10,6,,,91,36,79,66.5,84,39,201,W,COMR,Commerce Minor,2021
73.5,UBCV,458,Fundamentals of Managerial Accounting,,Jeff Kroeker,Faculty of Commerce and Business Administration,,,,7,10,,,10,,,,94,17,74,68,82,49,201,W,COMR,Commerce Minor,2021
77.6,UBCV,465,Marketing Management,,Rui Jorge Basto Da Silva,Faculty of Commerce and Business Administration,,,,,,9,9,16,7,,,90,31,79.5,74,82.3,52,101,W,COMR,Commerce Minor,2021
75,UBCV,465,Marketing Management,,Phaedra Burke,Faculty of Commerce and Business Administration,,,,7,,6,11,11,,,,90,56,77,70.3,80,46,102,W,COMR,Commerce Minor,2021
80.4,UBCV,465,Marketing Management,,Rui Jorge Basto Da Silva,Faculty of Commerce and Business Administration,,,,,,9,10,12,14,,,92,62,81,76,85,52,201,W,COMR,Commerce Minor,2021
77.5,UBCV,465,Marketing Management,,Rui Jorge Basto Da Silva,Faculty of Commerce and Business Administration,,,,7,11,16,22,14,20,,,95,49,77,73,83.5,95,202,W,COMR,Commerce Minor,2021
75.3,UBCV,465,Marketing Management,,Jarrett Vaughan,Faculty of Commerce and Business Administration,,,,,,10,8,,,,,92,55,75,71,79,36,203,W,COMR,Commerce Minor,2021
64.6,UBCV,473,Business Finance,,Darren Degraaf,Faculty of Commerce and Business Administration,,,,,,,,,6,,,95,19,66,56.3,76.5,40,101,W,COMR,Commerce Minor,2021
69.7,UBCV,473,Business Finance,,Caren Lombard,Faculty of Commerce and Business Administration,,,,,7,,,,,,,91,24,71,62,83,37,102,W,COMR,Commerce Minor,2021
72.2,UBCV,473,Business Finance,,Darren Degraaf,Faculty of Commerce and Business Administration,8,8,11,7,7,,7,13,15,10,,98,27,74,60.3,85,94,201,W,COMR,Commerce Minor,2021
76.7,UBCV,473,Business Finance,,Caren Lombard,Faculty of Commerce and Business Administration,,,,,6,,,8,7,6,,97,46,76.5,70.5,85.3,44,202,W,COMR,Commerce Minor,2021
75.5,UBCV,493,Strategic Management in Business,,Adam Pankratz,Faculty of Commerce and Business Administration,,,,,,11,14,6,,,,81,69,76,73.8,77,36,101,W,COMR,Commerce Minor,2021
75.5,UBCV,493,Strategic Management in Business,,Adam Pankratz,Faculty of Commerce and Business Administration,,,,,,9,9,6,,,,90,53,76,74,77.8,30,102,W,COMR,Commerce Minor,2021
77.9,UBCV,493,Strategic Management in Business,,Limin Fang,Faculty of Commerce and Business Administration,,,,9,,,7,,8,6,,94,63,78,67.8,85.8,40,201,W,COMR,Commerce Minor,2021
80.6,UBCV,493,Strategic Management in Business,,Limin Fang,Faculty of Commerce and Business Administration,,,,,,,,7,7,6,,92,63,80,77,86,33,202,W,COMR,Commerce Minor,2021
77.7,UBCV,493,Strategic Management in Business,,Limin Fang,Faculty of Commerce and Business Administration,,,,,,,6,7,,,,90,64,77,73,83,29,203,W,COMR,Commerce Minor,2021
86.6,UBCV,101,Introduction to Conservation,,David Bunn,Faculty of Forestry,,,,6,,13,13,33,51,95,,100,22,88,82,93.8,222,101,W,CONS,Natural Resources Conservation,2021
86.7,UBCV,127,Observing the Earth from Space,,Christopher Colton,Faculty of Forestry,,,,6,12,9,20,46,81,160,,99,0,89,83,94,343,201,W,CONS,Natural Resources Conservation,2021
72.7,UBCV,200,Foundations of Conservation,,Maria Tomaselli Crespo,Faculty of Forestry,,,9,11,15,15,13,17,13,9,7,94,9,74,66.8,82.3,116,001,W,CONS,Natural Resources Conservation,2021
77.3,UBCV,200,Foundations of Conservation,,Mariko Omiya,Faculty of Forestry,,,,,14,17,24,40,32,8,7,94,29,80.5,73,85,152,002,W,CONS,Natural Resources Conservation,2021
82.7,UBCV,210,Visualizing Climate Change,,Maria Tomaselli Crespo,Faculty of Forestry,,,,,8,11,14,53,48,31,,95,33,84,80,89,172,101,W,CONS,Natural Resources Conservation,2021
82.8,UBCV,302,Issues in Genomics and the Environment,,Tongli Wang,Faculty of Forestry,,,,,,,7,11,15,11,,94,50,85,79,89,51,101,W,CONS,Natural Resources Conservation,2021
85.3,UBCV,310,Ecology in a Changing Climate,,Elizabeth Wolkovich,Faculty of Forestry,,,,,,,,,9,10,,94,62,87,82.3,91,30,201,W,CONS,Natural Resources Conservation,2021
78.6,UBCV,330,Conservation Science and Sustainability,,Athena Mckown,Faculty of Forestry,,,,6,8,12,20,35,29,18,,96,6,81,75,86,141,201,W,CONS,Natural Resources Conservation,2021
77.6,UBCV,340,Introduction to Geographic Information Systems for Forestry and Conservation,,Michael Meitner,Faculty of Forestry,,,,,,15,17,29,19,,,93,40,80,73.8,84,104,101,W,CONS,Natural Resources Conservation,2021
83.5,UBCV,340,Introduction to Geographic Information Systems for Forestry and Conservation,,Christopher Colton,Faculty of Forestry,,,,,,,,10,21,16,,96,53,86,80,90,61,201,W,CONS,Natural Resources Conservation,2021
80.3,UBCV,370,Aboriginal Forestry,,Mariko Omiya,Faculty of Forestry,,,,,,10,12,33,20,7,,93,41,81,78,85.5,91,201,W,CONS,Natural Resources Conservation,2021
83,UBCV,425,Sustainable Energy: Policy and Governance,,Emmanuel Ackom,Faculty of Forestry,,,,,,,9,36,49,17,,97,52,85,80.3,88,126,201,W,CONS,Natural Resources Conservation,2021
87.4,UBCV,440,Conservation Decision-Making and Policy,,Tara Martin;Victoria Hemming,Faculty of Forestry,,,,,,,6,7,24,24,,98,62,88,85,91,62,101,W,CONS,Natural Resources Conservation,2021
84.1,UBCV,451,Integrated Field School,,Tara Martin;Susanne Lavallee;Scott Hinch;Sally Aitken;Nolan Bett,Faculty of Forestry,,,,,,,,8,18,6,,95,62,86,82,87.8,38,101,W,CONS,Natural Resources Conservation,2021
83.2,UBCV,452,Global Perspectives Capstone,,Nolan Bett;Terence Sunderland;Hisham Zerriffi,Faculty of Forestry,,,,,,,,17,12,,,94,61,84,81,86,37,201,W,CONS,Natural Resources Conservation,2021
87.6,UBCV,481,Conservation Planning in Practice,,Michael Meitner,Faculty of Forestry,,,,,,,7,13,45,50,,98,17,89,86,92,119,101,W,CONS,Natural Resources Conservation,2021
89.5,UBCV,486,Fish Conservation and Management,,Scott Hinch,Faculty of Forestry,,,,,,,,,10,29,,100,59,92,87,95,47,201,W,CONS,Natural Resources Conservation,2021
89,UBCV,491,Recreation and Tourism Planning,,Haris Gilani,Faculty of Forestry,,,,,,,,,18,22,,95,74,90,87.5,91,43,101,W,CONS,Natural Resources Conservation,2021
77.6,UBCV,495,Human Wildlife Conflict,,Kristen Walker,Faculty of Forestry,,,,,,,,,,6,,95,43,81,71,90,17,201,W,CONS,Natural Resources Conservation,2021
87.5,UBCV,496,Primate Conservation in the Anthropocene,,Jacqueline Lois Sunderland,Faculty of Forestry,,,,,,,,,6,,,94,81,87,84.5,90.5,15,101,W,CONS,Natural Resources Conservation,2021
89.4,UBCV,505,Ecological Restoration,,Cindy Prescott,Faculty of Forestry,,,,,,,,,,8,,97,76,90,85.3,95.8,14,201,W,CONS,Natural Resources Conservation,2021
73.2,UBCV,211,Introduction to Microcomputers,,Tor Aamodt,Faculty of Applied Science,12,24,18,19,37,26,20,49,40,50,26,100,0,75,64,86,321,101,W,CPEN,Computer Engineering,2021
70.2,UBCV,212,Computing Systems II,,Mieszko Lis,Faculty of Applied Science,7,7,11,18,10,13,9,12,10,8,7,100,29,70.5,61.8,80,112,201,W,CPEN,Computer Engineering,2021
72.4,UBCV,221,Software Construction I,,Mohammad Shahrad;Sathish Gopalakrishnan,Faculty of Applied Science,10,7,27,18,34,61,19,29,24,,,99,20,75,67,79,238,101,W,CPEN,Computer Engineering,2021
80.8,UBCV,223,Software Design for Engineers,,Amin Ghasemazar,Faculty of Applied Science,,,,7,13,13,18,28,30,17,,100,60,81,75,87,128,101,W,CPEN,Computer Engineering,2021
73,UBCV,281,Technical Communication,,Hartaj Sanghara,Faculty of Applied Science,,,,,10,16,7,,,,,80,46,74,71,76,42,101,W,CPEN,Computer Engineering,2021
70.5,UBCV,281,Technical Communication,,Hongxing Estella Qi,Faculty of Applied Science,,,,,6,,,6,,,,87,45,70,65,77,33,102,W,CPEN,Computer Engineering,2021
71.1,UBCV,281,Technical Communication,,Hartaj Sanghara,Faculty of Applied Science,,,,,10,12,,,,,,82,47,73,69,75,37,103,W,CPEN,Computer Engineering,2021
85.2,UBCV,291,Computer Engineering Design Studio I,,Farshid Agharebparast,Faculty of Applied Science,,,,,,,,37,55,17,,96,72,86,83,87.8,118,201,W,CPEN,Computer Engineering,2021
74.4,UBCV,311,Digital Systems Design,,Prashant Nair,Faculty of Applied Science,,,,6,,,,,,,,95,55,74,67,80,29,201,W,CPEN,Computer Engineering,2021
80,UBCV,312,Digital Systems and Microcomputers,,Jesus Calvino-Fraga,Faculty of Applied Science,,,9,9,9,16,16,29,18,47,,100,15,81,72.5,90,163,201,W,CPEN,Computer Engineering,2021
76,UBCV,322,Software Construction II,,Karthik Pattabiraman,Faculty of Applied Science,,,,6,11,19,29,20,13,9,,98,30,77,72,82.8,118,101,W,CPEN,Computer Engineering,2021
86.6,UBCV,331,Operating Systems,,Alexandra Fedorova,Faculty of Applied Science,,,,,,8,9,17,25,60,,98,59,88,82,94,126,101,W,CPEN,Computer Engineering,2021
