average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
79.5,UBCV,333,System Software Engineering,,Seyed Ali Mousavifar,Faculty of Applied Science,,,,,9,10,32,42,18,11,,94,55,80,77,84,132,101,W,CPEN,Computer Engineering,2021
75.9,UBCV,333,System Software Engineering,,Farshid Agharebparast,Faculty of Applied Science,,,,9,8,20,8,17,7,8,,98,29,75,71,81,82,201,W,CPEN,Computer Engineering,2021
85.4,UBCV,391,Computer Engineering Design Studio II,,Guy Lemieux,Faculty of Applied Science,,,,,,,,27,24,39,,97,57,86,82,90,102,201,W,CPEN,Computer Engineering,2021
86.1,UBCV,400,Topics in Computer Engineering,D,Bradley Quinton;Scott Chin,Faculty of Applied Science,,,,,,6,8,15,18,37,,99,61,88,82,93,88,106,W,CPEN,Computer Engineering,2021
78.4,UBCV,400,Topics in Computer Engineering,P,Karthik Pattabiraman,Faculty of Applied Science,,,,,,,7,,6,6,,92,1,81,76,86.8,30,201,W,CPEN,Computer Engineering,2021
89.3,UBCV,400,Topics in Computer Engineering,Q,Olivia Di Matteo,Faculty of Applied Science,,,,,,,,,,20,,99,64,91,87,95,31,202,W,CPEN,Computer Engineering,2021
83.3,UBCV,411,Computer Architecture,,Prashant Nair,Faculty of Applied Science,,,,,,,12,8,11,24,,100,55,85,77.5,90.5,67,101,W,CPEN,Computer Engineering,2021
85.9,UBCV,412,Microcomputer Systems Design,,Yair Linn,Faculty of Applied Science,,,,,,,,,6,20,,100,49,88,79,96,41,201,W,CPEN,Computer Engineering,2021
84.3,UBCV,421,Software Project Management,,Niranjan Ravichandran,Faculty of Applied Science,,,,,,,,,,,,95,67,84,79,93.5,18,201,W,CPEN,Computer Engineering,2021
83.6,UBCV,431,Design of Distributed Software Applications,,Radu Ripeanu,Faculty of Applied Science,,,,,,,6,18,10,,,97,71,83,80.5,86,39,201,W,CPEN,Computer Engineering,2021
79.1,UBCV,432,Real-time System Design,,Arpan Gujarati,Faculty of Applied Science,,,,,,,,,,,,97,57,79,75.3,85,18,201,W,CPEN,Computer Engineering,2021
80.8,UBCV,441,Human Computer Interfaces in Engineering Design,,S Sidney Fels,Faculty of Applied Science,,,,,,,6,12,9,7,,96,43,83,76.5,86.5,43,101,W,CPEN,Computer Engineering,2021
83.3,UBCV,442,Introduction to Cybersecurity,,Konstantin Beznosov,Faculty of Applied Science,,,,,,,,11,15,11,,95,56,85,79.3,88,50,101,W,CPEN,Computer Engineering,2021
79.3,UBCV,481,Economic Analysis of Engineering Projects,,Jeffrey Carmichael,Faculty of Applied Science,,,,,,,11,14,9,,,92,59,81,76,84,45,201,W,CPEN,Computer Engineering,2021
83.7,UBCV,491,Computer Engineering Capstone Design Project,,Hamed Ahmadi;Cristian Sorin Grecu;Joseph Yan;Pieter Botman;Terry Lee;S Sidney Fels;Andre Ivanov;Panos Nasiopoulos;Paul Lusina,Faculty of Applied Science,,,,,,,11,29,32,17,,92,65,84.5,82,86.8,98,001,W,CPEN,Computer Engineering,2021
88.6,UBCV,502,Architecture for Learning Systems,,Sarbjit Sarkaria,Faculty of Applied Science,,,,,,,,,11,37,,98,24,91,87,94,57,101,W,CPEN,Computer Engineering,2021
90.1,UBCV,512,Parallel and Reconfigurable Computing,,Guy Lemieux,Faculty of Applied Science,,,,,,,,,,8,,99,78,92,87.5,94,11,101,W,CPEN,Computer Engineering,2021
90.6,UBCV,513,CAD Algorithms for Integrated Circuits,,Steven Wilton,Faculty of Applied Science,,,,,,,,,,7,,96,68,93.5,92.5,95,8,201,W,CPEN,Computer Engineering,2021
75.9,UBCV,533,Error Resilient Computing Systems,,Radu Ripeanu,Faculty of Applied Science,,,,,,,,,,,,92,60,70,69,88.3,8,201,W,CPEN,Computer Engineering,2021
77.3,UBCV,542,Cybersecurity,,Konstantin Beznosov,Faculty of Applied Science,,,,,7,,,,,,,95,68,76,70,83,22,101,W,CPEN,Computer Engineering,2021
85.6,UBCV,100,Computational Thinking,,Hendrik Blok,Faculty of Science,,,,,,8,7,25,33,61,,99,45,87,80.3,91,142,101,W,CPSC,Computer Science,2021
82,UBCV,100,Computational Thinking,,Oluwakemi Ola,Faculty of Science,,,,,,10,8,28,13,45,,98,24,83,77,92,122,102,W,CPSC,Computer Science,2021
82.2,UBCV,100,Computational Thinking,,Paul Bucci,Faculty of Science,,,,,,8,10,28,31,29,,100,30,84,79,89,121,201,W,CPSC,Computer Science,2021
77,UBCV,103,Introduction to Systematic Program Design,,Karina Mochetti De Magalhaes,Faculty of Science,,,,,,13,20,36,42,74,42,98,9,83,73,90,242,101,W,CPSC,Computer Science,2021
76.2,UBCV,103,Introduction to Systematic Program Design,,Jessica Wong,Faculty of Science,,,,,7,7,11,14,22,34,19,97,10,82,70,90,124,102,W,CPSC,Computer Science,2021
72.4,UBCV,103,Introduction to Systematic Program Design,,Giulia Toti,Faculty of Science,,,,,,13,11,17,16,13,19,94,14,78,65.5,85,99,103,W,CPSC,Computer Science,2021
74.8,UBCV,103,Introduction to Systematic Program Design,,Jessica Wong,Faculty of Science,,,,,,21,31,39,40,50,49,99,0,80,72,88,240,201,W,CPSC,Computer Science,2021
73.7,UBCV,103,Introduction to Systematic Program Design,,Giulia Toti,Faculty of Science,,,,,7,23,32,44,45,43,48,97,0,80,71.3,87,250,202,W,CPSC,Computer Science,2021
71.5,UBCV,107,Systematic Program Design,,Meghan Allen,Faculty of Science,,,,7,15,,14,15,12,21,26,100,12,76,61,86,122,201,W,CPSC,Computer Science,2021
72.2,UBCV,110,"Computation, Programs, and Programming",,Gregor Kiczales,Faculty of Science,,,,,,21,21,29,33,60,70,100,6,80,45,89,242,101,W,CPSC,Computer Science,2021
78.4,UBCV,110,"Computation, Programs, and Programming",,Gregor Kiczales,Faculty of Science,,,,,6,17,19,24,26,83,38,100,6,84,72,94,220,102,W,CPSC,Computer Science,2021
81.4,UBCV,110,"Computation, Programs, and Programming",,William Bowman,Faculty of Science,,,,,8,17,12,31,36,86,27,100,6,87,75,94,221,103,W,CPSC,Computer Science,2021
74.8,UBCV,110,"Computation, Programs, and Programming",,Joanna Mcgrenere,Faculty of Science,,,,,7,16,25,25,27,47,45,100,20,80,67,89,197,104,W,CPSC,Computer Science,2021
69.3,UBCV,110,"Computation, Programs, and Programming",,Paul Carter,Faculty of Science,,,,8,11,11,20,21,31,39,61,100,0,77,45,88,211,201,W,CPSC,Computer Science,2021
71.9,UBCV,110,"Computation, Programs, and Programming",,Gregor Kiczales,Faculty of Science,,,,6,14,15,19,25,29,60,57,100,0,79,59.5,90,230,203,W,CPSC,Computer Science,2021
67.5,UBCV,110,"Computation, Programs, and Programming",,Oluwakemi Ola;Gregor Kiczales,Faculty of Science,,,,,,,6,,,,12,97,17,75,45,83,40,V01,W,CPSC,Computer Science,2021
73.7,UBCV,121,Models of Computation,,Karina Mochetti De Magalhaes,Faculty of Science,,,10,9,,,26,,,28,,99,0,78,67.5,85,211,101,W,CPSC,Computer Science,2021
71.5,UBCV,121,Models of Computation,,Patrice Belleville,Faculty of Science,,,,6,18,14,16,18,17,16,24,99,1,75.5,66.3,84,134,102,W,CPSC,Computer Science,2021
88.3,UBCV,203,"Programming, Problem Solving, and Algorithms",,Cinda Heeren,Faculty of Science,,,,,,,,6,13,54,,99,0,93,88,96,82,201,W,CPSC,Computer Science,2021
78.4,UBCV,210,Software Construction,,Paul Carter,Faculty of Science,1,6,6,15,20,15,20,42,47,79,26,99,20,83,71,90,277,101,W,CPSC,Computer Science,2021
74,UBCV,210,Software Construction,,Jessica Wong,Faculty of Science,,,7,9,16,13,16,23,22,30,22,100,3,78,67.8,87,160,102,W,CPSC,Computer Science,2021
77.4,UBCV,210,Software Construction,,Paul Carter,Faculty of Science,,,,11,10,6,25,34,35,53,25,99,8,82,71,90,206,103,W,CPSC,Computer Science,2021
76.9,UBCV,213,Introduction to Computer Systems,,Michael Feeley,Faculty of Science,,,10,10,9,13,19,21,24,28,,97,5,79,68.8,88,148,101,W,CPSC,Computer Science,2021
75.9,UBCV,213,Introduction to Computer Systems,,Steven Wolfman;Priyaa Srinivasan;Michael Feeley,Faculty of Science,,7,,,8,23,18,26,18,12,,94,20,78,72,84,126,102,W,CPSC,Computer Science,2021
74.5,UBCV,213,Introduction to Computer Systems,,Bo Robert Xiao,Faculty of Science,,,6,9,8,11,12,18,27,23,13,99,11,80,66.5,86.5,135,203,W,CPSC,Computer Science,2021
71.2,UBCV,213,Introduction to Computer Systems,,Bo Robert Xiao,Faculty of Science,3,11,9,14,18,20,22,21,27,25,25,100,4,74,64,85,195,204,W,CPSC,Computer Science,2021
75.7,UBCV,213,Introduction to Computer Systems,,Jordon Johnson,Faculty of Science,,,12,8,10,12,17,21,15,31,11,100,41,77,64,87,147,205,W,CPSC,Computer Science,2021
82.9,UBCV,221,Basic Algorithms and Data Structures,,Cinda Heeren,Faculty of Science,,,,,,15,,,41,77,,100,44,85,76,91,229,103,W,CPSC,Computer Science,2021
81.2,UBCV,221,Basic Algorithms and Data Structures,,Steven Wolfman,Faculty of Science,,,8,,14,17,19,34,31,47,,98,38,83,75,90,182,201,W,CPSC,Computer Science,2021
79.5,UBCV,221,Basic Algorithms and Data Structures,,Steven Wolfman,Faculty of Science,,6,,,10,11,21,29,39,33,,96,26,83,74.3,88,166,202,W,CPSC,Computer Science,2021
83.2,UBCV,221,Basic Algorithms and Data Structures,,Geoffrey Tien,Faculty of Science,,,7,11,13,16,26,55,57,77,,100,16,85,79,90,264,203,W,CPSC,Computer Science,2021
75.7,UBCV,259,Data Structures and Algorithms for Electrical Engineers,,Geoffrey Tien,Faculty of Science,,,11,22,35,22,22,23,18,24,,97,35,75,68,83,183,101,W,CPSC,Computer Science,2021
78.6,UBCV,302,Numerical Computation for Algebraic Problems,,Hendrik Blok,Faculty of Science,,,,,,10,10,19,15,25,,100,7,81,73,88,101,101,W,CPSC,Computer Science,2021
69.8,UBCV,303,Numerical Approximation and Discretization,,Kwang Moo Yi,Faculty of Science,,6,,8,7,6,10,,,19,12,100,6,72,58,87,88,201,W,CPSC,Computer Science,2021
84.2,UBCV,304,Introduction to Relational Databases,,Rachel Pottinger,Faculty of Science,,,,,7,15,8,44,34,55,,98,45,85,80,91,170,101,W,CPSC,Computer Science,2021
86.1,UBCV,310,Introduction to Software Engineering,,Elisa Baniassad,Faculty of Science,,,,,8,20,14,44,77,136,,100,50,88,82,92,306,101,W,CPSC,Computer Science,2021
86.1,UBCV,310,Introduction to Software Engineering,,Elisa Baniassad,Faculty of Science,,,,,9,8,20,32,57,136,,100,1,88,81,94,277,201,W,CPSC,Computer Science,2021
81.8,UBCV,311,Definition of Programming Languages,,Ronald Garcia,Faculty of Science,,,,,,,12,18,10,33,6,100,3,84,78,92.5,87,101,W,CPSC,Computer Science,2021
81.6,UBCV,313,Computer Hardware and Operating Systems,,Margo Seltzer;Norman Hutchinson,Faculty of Science,,,,,,8,19,36,42,32,,96,20,84,78,89,157,101,W,CPSC,Computer Science,2021
80.8,UBCV,313,Computer Hardware and Operating Systems,,Margo Seltzer;Norman Hutchinson,Faculty of Science,,,,,7,12,18,31,33,28,,95,25,83,76,88,144,102,W,CPSC,Computer Science,2021
78.8,UBCV,313,Computer Hardware and Operating Systems,,Margo Seltzer;Michael Feeley;Amee Trivedi,Faculty of Science,,,,6,11,9,17,28,34,24,6,98,4,82,73,87,144,203,W,CPSC,Computer Science,2021
76.8,UBCV,313,Computer Hardware and Operating Systems,,Margo Seltzer;Michael Feeley;Amee Trivedi,Faculty of Science,,,13,10,8,23,20,34,32,11,,96,36,79,71,85,161,204,W,CPSC,Computer Science,2021
81.8,UBCV,314,Computer Graphics,,Dinesh Pai,Faculty of Science,,,,,,10,7,19,27,25,,97,38,85,76,89,102,101,W,CPSC,Computer Science,2021
84.4,UBCV,314,Computer Graphics,,Dinesh Pai,Faculty of Science,,,,,,10,11,19,27,47,,100,20,87,80,91,123,201,W,CPSC,Computer Science,2021
81.1,UBCV,317,Internet Computing,,Jonatan Schroeder,Faculty of Science,,,,8,12,17,19,21,41,47,,97,31,84,73.3,90,178,101,W,CPSC,Computer Science,2021
78.5,UBCV,317,Internet Computing,,Norman Hutchinson,Faculty of Science,,,,,9,11,19,25,44,16,8,94,23,83,74,87,145,201,W,CPSC,Computer Science,2021
78,UBCV,317,Internet Computing,,Norman Hutchinson,Faculty of Science,,,7,6,,10,20,33,32,15,6,96,6,82,74,86,137,202,W,CPSC,Computer Science,2021
88.2,UBCV,319,Software Engineering Project,,Jerry Jim,Faculty of Science,0,0,0,0,0,0,0,7,8,7,0,97,80,86,83,96,22,101,W,CPSC,Computer Science,2021
87.6,UBCV,319,Software Engineering Project,,Jerry Jim,Faculty of Science,,,,,,,,12,17,32,,98,65,89,83,92,68,201,W,CPSC,Computer Science,2021
74.5,UBCV,320,Intermediate Algorithm Design and Analysis,,Alan Hu,Faculty of Science,,,6,13,17,21,14,27,22,15,13,99,36,76,68,84,153,101,W,CPSC,Computer Science,2021
75.2,UBCV,320,Intermediate Algorithm Design and Analysis,,Anne Condon,Faculty of Science,,,9,14,18,17,23,29,14,17,8,96,45,77,69,83,153,102,W,CPSC,Computer Science,2021
74,UBCV,320,Intermediate Algorithm Design and Analysis,,Patrice Belleville,Faculty of Science,,,9,12,15,19,22,25,14,26,11,96,8,76,67,84,163,201,W,CPSC,Computer Science,2021
75.5,UBCV,320,Intermediate Algorithm Design and Analysis,,Patrice Belleville,Faculty of Science,1,8,8,9,11,16,29,33,31,28,16,99,1,79,70,86,190,202,W,CPSC,Computer Science,2021
71.5,UBCV,322,Introduction to Artificial Intelligence,,Jordon Johnson,Faculty of Science,3,10,8,16,18,18,21,23,18,8,12,96,10,74,65,81,155,101,W,CPSC,Computer Science,2021
71.5,UBCV,322,Introduction to Artificial Intelligence,,Jordon Johnson,Faculty of Science,,,,18,19,13,9,17,8,12,11,97,21,72,65,80,117,102,W,CPSC,Computer Science,2021
73.9,UBCV,322,Introduction to Artificial Intelligence,,Jordon Johnson,Faculty of Science,3,8,10,14,15,21,13,21,25,17,8,96,0,75,65.5,85,155,201,W,CPSC,Computer Science,2021
84,UBCV,330,Applied Machine Learning,,Varada Kolhatkar,Faculty of Science,,,,,6,,20,17,30,31,,98,54,86,78.8,90,112,102,W,CPSC,Computer Science,2021
79.4,UBCV,330,Applied Machine Learning,,Giulia Toti,Faculty of Science,,,6,10,,12,15,30,25,24,,99,5,82,74,87,133,201,W,CPSC,Computer Science,2021
78,UBCV,340,Machine Learning and Data Mining,,Danica Sutherland,Faculty of Science,,,,,6,8,7,11,9,25,,100,12,80.5,68,91.8,86,101,W,CPSC,Computer Science,2021
82.8,UBCV,340,Machine Learning and Data Mining,,Michael Gelbart,Faculty of Science,,7,,,,10,13,17,25,50,,100,4,86,77,93,136,103,W,CPSC,Computer Science,2021
80.3,UBCV,340,Machine Learning and Data Mining,,Mi Jung Park;Jeffrey Clune,Faculty of Science,,,,,,8,7,19,28,13,,98,24,84,75,88,91,201,W,CPSC,Computer Science,2021
77.1,UBCV,340,Machine Learning and Data Mining,,Mi Jung Park;Jeffrey Clune,Faculty of Science,,,,,8,,,9,9,12,,98,24,81,69,88,57,202,W,CPSC,Computer Science,2021
82.4,UBCV,344,Introduction to Human Computer Interaction Methods,,Izabelle Janzen,Faculty of Science,,,,,,6,13,29,20,6,,92,70,82,79,86,75,201,W,CPSC,Computer Science,2021
70.7,UBCV,368,Databases in Data Science,,Rachel Pottinger;Jessica Wong,Faculty of Science,,,,7,,6,,,,,,90,41,72,64,79,42,201,W,CPSC,Computer Science,2021
80.6,UBCV,404,Advanced Relational Databases,,Edwin Max Knorr,Faculty of Science,,,8,,11,9,12,26,21,44,,98,2,84,74,91,143,101,W,CPSC,Computer Science,2021
77.6,UBCV,404,Advanced Relational Databases,,Edwin Max Knorr,Faculty of Science,6,6,9,10,8,19,16,29,21,25,1,99,45,79.5,70,87,150,201,W,CPSC,Computer Science,2021
85.6,UBCV,406,Computational Optimization,,Michael Friedlander,Faculty of Science,,,,,,,7,8,9,37,,99,46,90,80.5,94,71,201,W,CPSC,Computer Science,2021
93,UBCV,411,Introduction to Compiler Construction,,William Bowman,Faculty of Science,,,,,,,,,7,35,,100,74,94,89.5,98,47,201,W,CPSC,Computer Science,2021
90,UBCV,416,Distributed Systems,,Ivan Beschastnikh,Faculty of Science,,,,,,,,15,22,68,,100,68,91,86.5,94,111,201,W,CPSC,Computer Science,2021
73.1,UBCV,420,Advanced Algorithms Design and Analysis,,Frederick Shepherd,Faculty of Science,8,6,7,,,,6,11,12,9,,97,0,77,61,86,69,201,W,CPSC,Computer Science,2021
85.9,UBCV,421,Introduction to Theory of Computing,,Joel Friedman,Faculty of Science,,,,,,,,10,,28,,100,39,90,81,94,51,101,W,CPSC,Computer Science,2021
74.2,UBCV,422,Intelligent Systems,,Jordon Johnson,Faculty of Science,,6,6,9,8,7,12,13,9,14,,98,12,77,65,84.5,91,101,W,CPSC,Computer Science,2021
77.8,UBCV,425,Computer Vision,,James Little,Faculty of Science,,,6,8,9,15,16,39,16,12,,93,37,80,73,84,126,101,W,CPSC,Computer Science,2021
76,UBCV,425,Computer Vision,,James Little,Faculty of Science,,,9,,15,19,9,33,22,16,,95,16,80,70,85,137,201,W,CPSC,Computer Science,2021
79.6,UBCV,426,Computer Animation,,Michiel Van De Panne,Faculty of Science,,,6,,,6,10,11,15,15,,94,44,81,73.3,88,74,201,W,CPSC,Computer Science,2021
87.8,UBCV,427,Video Game Programming,,Helge Rhodin,Faculty of Science,,,,,,,7,15,14,37,,100,22,89,83.5,94,75,101,W,CPSC,Computer Science,2021
88,UBCV,427,Video Game Programming,,Alla Sheffer,Faculty of Science,,,,,,,6,,12,47,,100,45,90,83.8,95,80,201,W,CPSC,Computer Science,2021
79.4,UBCV,430,Computers and Society,,Kevin Leyton-Brown,Faculty of Science,,,,,9,10,13,34,34,,,92,0,83,76,86,112,101,W,CPSC,Computer Science,2021
80,UBCV,436,Topics in Computer Science,R,Nicholas Harvey,Faculty of Science,,,,,,9,,,,9,,100,60,77,72,90.5,32,101,W,CPSC,Computer Science,2021
85.6,UBCV,436,Topics in Computer Science,V,Tamara Munzner,Faculty of Science,,,,,,11,,,18,34,,95,67,89,80.5,91,75,201,W,CPSC,Computer Science,2021
87.1,UBCV,440,Advanced Machine Learning,,Mark Schmidt,Faculty of Science,,,,,,6,,,17,39,,99,9,90,85,94,70,201,W,CPSC,Computer Science,2021
78.3,UBCV,444,Advanced Methods for Human Computer Interaction,,Joanna Mcgrenere,Faculty of Science,,,,,6,,,8,7,,,93,63,79,69,85,36,201,W,CPSC,Computer Science,2021
73.3,UBCV,445,Algorithms in Bioinformatics,,Faraz Hach,Faculty of Science,,,,,,,,,,,,98,15,77,66.8,86.8,20,201,W,CPSC,Computer Science,2021
95.1,UBCV,449,Honours Thesis,,James Little,Faculty of Science,,,,,,,,,,8,,100,80,97,93,100,9,001,W,CPSC,Computer Science,2021
90.2,UBCV,503,Computational Linguistics I,,Giuseppe Carenini,Faculty of Science,,,,,,,,,10,12,,97,82,89,87,94,25,101,W,CPSC,Computer Science,2021
88.1,UBCV,509,Programming Language Principles,,Ronald Garcia,Faculty of Science,,,,,,,,,,11,,98,70,90,84.5,94.5,19,201,W,CPSC,Computer Science,2021
86.9,UBCV,513,Introduction to Formal Verification and Analysis,,Alan Hu,Faculty of Science,,,,,,,,,15,,,92,78,87,85.8,89,24,101,W,CPSC,Computer Science,2021
93.1,UBCV,524,Computer Graphics: Modelling,,Alla Sheffer,Faculty of Science,,,,,,,,,,9,,99,76,96,90.5,97,12,101,W,CPSC,Computer Science,2021
87.6,UBCV,530,Topics in Information Processing,L,Kevin Leyton-Brown,Faculty of Science,,,,,,,,,,,,92,84,87,84,90,9,201,W,CPSC,Computer Science,2021
87,UBCV,532,Topics in Artificial Intelligence,C,Cristina Conati,Faculty of Science,,,,,,,,,,,,92,73,88,85,91,9,201,W,CPSC,Computer Science,2021
80.6,UBCV,532,Topics in Artificial Intelligence,J,Jeffrey Clune,Faculty of Science,,,,,,,,6,,,,98,62,82,77,85.5,19,101,W,CPSC,Computer Science,2021
91.8,UBCV,532,Topics in Artificial Intelligence,S,Danica Sutherland,Faculty of Science,,,,,,,,,,16,,100,80,91.5,89.3,96,22,201,W,CPSC,Computer Science,2021
93.3,UBCV,532,Topics in Artificial Intelligence,V,Vered Shwartz,Faculty of Science,0,0,0,0,0,0,0,0,6,13,0,99,85,95,89,97,19,201,W,CPSC,Computer Science,2021
87,UBCV,532,Topics in Artificial Intelligence,W,Frank Donald Wood,Faculty of Science,,,,,,,,,,12,,98,48,92,84.3,94,18,101,W,CPSC,Computer Science,2021
91.1,UBCV,533,Topics in Computer Graphics,R,Helge Rhodin,Faculty of Science,,,,,,,,,,18,,97,80,93,89,95,25,201,W,CPSC,Computer Science,2021
86.5,UBCV,533,Topics in Computer Graphics,V,Michiel Van De Panne,Faculty of Science,,,,,,,,9,7,15,,98,71,85,82.5,94,39,101,W,CPSC,Computer Science,2021
92.6,UBCV,533,Topics in Computer Graphics,Y,Kwang Moo Yi,Faculty of Science,,,,,,,,,,9,,100,76,94.5,87.3,98.8,14,101,W,CPSC,Computer Science,2021
89.5,UBCV,536,Topics in Algorithms and Complexity,N,Nicholas Harvey,Faculty of Science,,,,,,,,,9,15,,95,74,91,88,91.8,26,201,W,CPSC,Computer Science,2021
93.3,UBCV,538,Topics in Computer Systems,B,Ivan Beschastnikh,Faculty of Science,,,,,,,,,,21,,99,87,93,91,96.3,24,101,W,CPSC,Computer Science,2021
90.4,UBCV,538,Topics in Computer Systems,L,Mathias Lecuyer,Faculty of Science,,,,,,,,,,,,99,87,89,88.8,91,8,201,W,CPSC,Computer Science,2021
86.3,UBCV,538,Topics in Computer Systems,M,Aastha Mehta,Faculty of Science,,,,,,,,,,,,91,82,86.5,84.5,87.8,6,101,W,CPSC,Computer Science,2021
84.7,UBCV,539,Topics in Programming Languages,S,Alexander Summers,Faculty of Science,,,,,,,,,,,,96,67,85.5,79,92,12,201,W,CPSC,Computer Science,2021
93,UBCV,540,Machine Learning,,Mark Schmidt,Faculty of Science,0,0,0,0,0,0,0,0,6,20,0,98,85,95,90,96,26,201,W,CPSC,Computer Science,2021
88.7,UBCV,543,Physical User Interface Design and Evaluation,,Karon Maclean,Faculty of Science,,,,,,,,,,,,94,84,88.5,87,90,6,201,W,CPSC,Computer Science,2021
87.8,UBCV,544,Human Computer Interaction,,Heather O'Brien,Faculty of Science,,,,,,,,,31,,,91,83,88,87,89,38,101,W,CPSC,Computer Science,2021
91.8,UBCV,547,Information Visualization,,Tamara Munzner,Faculty of Science,,,,,,,,,6,25,,98,67,93,90,96,33,101,W,CPSC,Computer Science,2021
